classification,estimated_input_tokens,evidence_rank_after_reranking,evidence_rank_before_reranking,experiment_id,final_selected,input_text_length,question_id,rank_change,report_id,reranker_score,truncation_risk
promoted,,6,7,FAC01,True,,trend_dev_003,1,rbi_mpr_2026_04,,False
demoted,,2,1,FAC01,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,9,FAC01,True,,trend_dev_005,8,rbi_mpr_2025_10,,False
promoted,,2,9,FAC01,True,,trend_dev_005,7,rbi_mpr_2026_04,,False
demoted,,2,1,FAC01,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,FAC01,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
promoted,,4,8,FAC01,True,,trend_dev_006,4,rbi_mpr_2026_04,,False
unchanged,,1,1,FR01,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR01,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR01,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,8,14,FR01,True,,oct_dev_005,6,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR01,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,14,7,FR01,True,,apr26_dev_002,-7,rbi_mpr_2026_04,,False
demoted,,11,4,FR01,True,,apr26_dev_003,-7,rbi_mpr_2026_04,,False
promoted,,10,16,FR01,True,,apr26_dev_004,6,rbi_mpr_2026_04,,False
promoted,,10,14,FR01,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,FR01,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR01,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR01,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,FR01,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR01,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,FR01,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR01,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,20,2,FR01,True,,cmp_dev_005,-18,rbi_mpr_2026_04,,False
unchanged,,2,2,FR01,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,13,20,FR01,True,,cmp_dev_007,7,rbi_mpr_2025_10,,False
demoted,,18,7,FR01,True,,cmp_dev_007,-11,rbi_mpr_2026_04,,False
promoted,,1,11,FR01,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR01,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,FR01,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,20,11,FR01,True,,cmp_dev_011,-9,rbi_mpr_2026_04,,False
demoted,,11,5,FR01,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,FR01,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,FR01,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
demoted,,11,5,FR01,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,9,FR01,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR01,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
unchanged,,6,6,FR01,True,,trend_dev_003,0,rbi_mpr_2026_04,,False
demoted,,3,1,FR01,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR01,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR01,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR01,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR01,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,FR01,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,FR02,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR02,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR02,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,FR02,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR02,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,17,7,FR02,True,,apr26_dev_002,-10,rbi_mpr_2026_04,,False
demoted,,12,4,FR02,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,16,FR02,True,,apr26_dev_004,4,rbi_mpr_2026_04,,False
promoted,,10,14,FR02,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,FR02,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR02,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR02,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,FR02,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR02,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,FR02,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR02,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,24,2,FR02,True,,cmp_dev_005,-22,rbi_mpr_2026_04,,False
unchanged,,2,2,FR02,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,14,20,FR02,True,,cmp_dev_007,6,rbi_mpr_2025_10,,False
demoted,,20,7,FR02,True,,cmp_dev_007,-13,rbi_mpr_2026_04,,False
promoted,,1,11,FR02,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR02,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,FR02,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,23,11,FR02,True,,cmp_dev_011,-12,rbi_mpr_2026_04,,False
demoted,,11,5,FR02,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,FR02,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,FR02,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
demoted,,11,5,FR02,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,9,FR02,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR02,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,7,6,FR02,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,FR02,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR02,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR02,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR02,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR02,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,FR02,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,FR03,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR03,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR03,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR03,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,FR03,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,FR03,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR03,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,21,7,FR03,True,,apr26_dev_002,-14,rbi_mpr_2026_04,,False
demoted,,12,4,FR03,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,15,16,FR03,True,,apr26_dev_004,1,rbi_mpr_2026_04,,False
promoted,,11,14,FR03,True,,apr26_dev_005,3,rbi_mpr_2026_04,,False
demoted,,3,2,FR03,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR03,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR03,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
demoted,,2,1,FR03,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,2,1,FR03,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR03,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR03,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,2,39,FR03,True,,cmp_dev_004,37,rbi_mpr_2025_04,,False
promoted,,4,25,FR03,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR03,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,30,2,FR03,True,,cmp_dev_005,-28,rbi_mpr_2026_04,,False
unchanged,,2,2,FR03,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,17,20,FR03,True,,cmp_dev_007,3,rbi_mpr_2025_10,,False
demoted,,24,7,FR03,True,,cmp_dev_007,-17,rbi_mpr_2026_04,,False
promoted,,1,11,FR03,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR03,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,8,33,FR03,True,,cmp_dev_009,25,rbi_mpr_2026_04,,False
promoted,,30,35,FR03,True,,cmp_dev_010,5,rbi_mpr_2026_04,,False
promoted,,1,4,FR03,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,29,11,FR03,True,,cmp_dev_011,-18,rbi_mpr_2026_04,,False
demoted,,14,5,FR03,True,,cmp_dev_012,-9,rbi_mpr_2025_04,,False
promoted,,1,9,FR03,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,15,31,FR03,True,,trend_dev_001,16,rbi_mpr_2025_10,,False
promoted,,5,21,FR03,True,,trend_dev_001,16,rbi_mpr_2026_04,,False
demoted,,14,5,FR03,True,,trend_dev_002,-9,rbi_mpr_2025_10,,False
promoted,,1,9,FR03,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR03,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,7,6,FR03,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,FR03,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR03,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR03,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR03,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR03,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,FR03,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,FR04,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR04,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR04,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR04,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,FR04,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,FR04,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR04,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,23,7,FR04,True,,apr26_dev_002,-16,rbi_mpr_2026_04,,False
demoted,,12,4,FR04,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
unchanged,,16,16,FR04,True,,apr26_dev_004,0,rbi_mpr_2026_04,,False
promoted,,12,14,FR04,True,,apr26_dev_005,2,rbi_mpr_2026_04,,False
demoted,,3,2,FR04,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR04,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR04,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
demoted,,2,1,FR04,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,2,1,FR04,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR04,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR04,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,2,39,FR04,True,,cmp_dev_004,37,rbi_mpr_2025_04,,False
promoted,,4,25,FR04,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR04,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,35,2,FR04,True,,cmp_dev_005,-33,rbi_mpr_2026_04,,False
unchanged,,2,2,FR04,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,18,20,FR04,True,,cmp_dev_007,2,rbi_mpr_2025_10,,False
demoted,,30,7,FR04,True,,cmp_dev_007,-23,rbi_mpr_2026_04,,False
promoted,,1,11,FR04,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR04,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,9,33,FR04,True,,cmp_dev_009,24,rbi_mpr_2026_04,,False
promoted,,16,35,FR04,True,,cmp_dev_010,19,rbi_mpr_2026_04,,False
promoted,,1,4,FR04,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,34,11,FR04,True,,cmp_dev_011,-23,rbi_mpr_2026_04,,False
demoted,,15,5,FR04,True,,cmp_dev_012,-10,rbi_mpr_2025_04,,False
promoted,,1,9,FR04,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,8,31,FR04,True,,trend_dev_001,23,rbi_mpr_2025_10,,False
promoted,,5,21,FR04,True,,trend_dev_001,16,rbi_mpr_2026_04,,False
demoted,,17,5,FR04,True,,trend_dev_002,-12,rbi_mpr_2025_10,,False
promoted,,1,9,FR04,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR04,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,8,6,FR04,True,,trend_dev_003,-2,rbi_mpr_2026_04,,False
demoted,,3,1,FR04,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR04,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR04,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR04,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR04,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,FR04,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,QN01,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
unchanged,,4,4,QN01,True,,oct_dev_002,0,rbi_mpr_2025_10,,False
promoted,,3,10,QN01,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,QN01,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,8,16,QN01,True,,oct_dev_005,8,rbi_mpr_2025_10,,False
unchanged,,1,1,QN01,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
promoted,,2,3,QN01,True,,apr26_dev_001,1,rbi_mpr_2026_04,,False
demoted,,17,11,QN01,True,,apr26_dev_002,-6,rbi_mpr_2026_04,,False
demoted,,11,7,QN01,True,,apr26_dev_003,-4,rbi_mpr_2026_04,,False
promoted,,13,18,QN01,True,,apr26_dev_004,5,rbi_mpr_2026_04,,False
promoted,,10,22,QN01,True,,apr26_dev_005,12,rbi_mpr_2026_04,,False
demoted,,3,2,QN01,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,4,24,QN01,True,,cmp_dev_001,20,rbi_mpr_2025_04,,False
demoted,,3,1,QN01,True,,cmp_dev_001,-2,rbi_mpr_2025_10,,False
demoted,,2,1,QN01,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,3,1,QN01,True,,cmp_dev_002,-2,rbi_mpr_2025_10,,False
unchanged,,1,1,QN01,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,QN01,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,QN01,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,2,1,QN01,True,,cmp_dev_005,-1,rbi_mpr_2025_10,,False
demoted,,21,2,QN01,True,,cmp_dev_005,-19,rbi_mpr_2026_04,,False
unchanged,,2,2,QN01,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,13,21,QN01,True,,cmp_dev_007,8,rbi_mpr_2025_10,,False
demoted,,19,7,QN01,True,,cmp_dev_007,-12,rbi_mpr_2026_04,,False
promoted,,1,12,QN01,True,,cmp_dev_008,11,rbi_mpr_2025_10,,False
promoted,,7,23,QN01,True,,cmp_dev_009,16,rbi_mpr_2026_04,,False
promoted,,1,5,QN01,True,,cmp_dev_011,4,rbi_mpr_2025_04,,False
demoted,,23,10,QN01,True,,cmp_dev_011,-13,rbi_mpr_2026_04,,False
demoted,,10,5,QN01,True,,cmp_dev_012,-5,rbi_mpr_2025_04,,False
promoted,,2,11,QN01,True,,cmp_dev_012,9,rbi_mpr_2026_04,,False
promoted,,13,27,QN01,True,,trend_dev_001,14,rbi_mpr_2025_10,,False
demoted,,11,5,QN01,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,8,QN01,True,,trend_dev_003,7,rbi_mpr_2025_04,,False
promoted,,2,10,QN01,True,,trend_dev_003,8,rbi_mpr_2025_10,,False
promoted,,6,7,QN01,True,,trend_dev_003,1,rbi_mpr_2026_04,,False
demoted,,2,1,QN01,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,9,QN01,True,,trend_dev_005,8,rbi_mpr_2025_10,,False
promoted,,2,9,QN01,True,,trend_dev_005,7,rbi_mpr_2026_04,,False
demoted,,2,1,QN01,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,QN01,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
promoted,,4,8,QN01,True,,trend_dev_006,4,rbi_mpr_2026_04,,False
unchanged,,1,1,QUOTA_EXPANDED,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,QUOTA_EXPANDED,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,QUOTA_EXPANDED,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,QUOTA_EXPANDED,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,QUOTA_EXPANDED,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,QUOTA_EXPANDED,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,QUOTA_EXPANDED,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,17,7,QUOTA_EXPANDED,True,,apr26_dev_002,-10,rbi_mpr_2026_04,,False
demoted,,12,4,QUOTA_EXPANDED,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,16,QUOTA_EXPANDED,True,,apr26_dev_004,4,rbi_mpr_2026_04,,False
promoted,,10,14,QUOTA_EXPANDED,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,QUOTA_EXPANDED,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,QUOTA_EXPANDED,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,QUOTA_EXPANDED,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,QUOTA_EXPANDED,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,QUOTA_EXPANDED,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,QUOTA_EXPANDED,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,QUOTA_EXPANDED,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,QUOTA_EXPANDED,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,QUOTA_EXPANDED,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,24,2,QUOTA_EXPANDED,True,,cmp_dev_005,-22,rbi_mpr_2026_04,,False
unchanged,,2,2,QUOTA_EXPANDED,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,14,20,QUOTA_EXPANDED,True,,cmp_dev_007,6,rbi_mpr_2025_10,,False
demoted,,20,7,QUOTA_EXPANDED,True,,cmp_dev_007,-13,rbi_mpr_2026_04,,False
promoted,,1,11,QUOTA_EXPANDED,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,QUOTA_EXPANDED,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,QUOTA_EXPANDED,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,23,11,QUOTA_EXPANDED,True,,cmp_dev_011,-12,rbi_mpr_2026_04,,False
demoted,,11,5,QUOTA_EXPANDED,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,QUOTA_EXPANDED,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,QUOTA_EXPANDED,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
