classification,estimated_input_tokens,evidence_rank_after_reranking,evidence_rank_before_reranking,experiment_id,final_selected,input_text_length,question_id,rank_change,report_id,reranker_score,truncation_risk
promoted,,23,27,WRRF_D1.5_B1,True,,cmp_dev_010,4,rbi_mpr_2026_04,,False
promoted,,1,3,WRRF_D1.5_B1,True,,cmp_dev_011,2,rbi_mpr_2025_04,,False
demoted,,24,10,WRRF_D1.5_B1,True,,cmp_dev_011,-14,rbi_mpr_2026_04,,False
demoted,,10,3,WRRF_D1.5_B1,True,,cmp_dev_012,-7,rbi_mpr_2025_04,,False
promoted,,1,9,WRRF_D1.5_B1,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,8,21,WRRF_D1.5_B1,True,,trend_dev_001,13,rbi_mpr_2025_10,,False
promoted,,6,13,WRRF_D1.5_B1,True,,trend_dev_001,7,rbi_mpr_2026_04,,False
demoted,,16,5,WRRF_D1.5_B1,True,,trend_dev_002,-11,rbi_mpr_2025_10,,False
promoted,,1,8,WRRF_D1.5_B1,True,,trend_dev_003,7,rbi_mpr_2025_04,,False
promoted,,2,11,WRRF_D1.5_B1,True,,trend_dev_003,9,rbi_mpr_2025_10,,False
demoted,,6,5,WRRF_D1.5_B1,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,2,1,WRRF_D1.5_B1,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,9,WRRF_D1.5_B1,True,,trend_dev_005,8,rbi_mpr_2025_10,,False
promoted,,2,15,WRRF_D1.5_B1,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,WRRF_D1.5_B1,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,WRRF_D1.5_B1,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,WRRF_D1.5_B1,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,WRRF_D1_B1,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,WRRF_D1_B1,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,WRRF_D1_B1,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,WRRF_D1_B1,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,WRRF_D1_B1,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,17,7,WRRF_D1_B1,True,,apr26_dev_002,-10,rbi_mpr_2026_04,,False
demoted,,12,4,WRRF_D1_B1,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,16,WRRF_D1_B1,True,,apr26_dev_004,4,rbi_mpr_2026_04,,False
promoted,,10,14,WRRF_D1_B1,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,WRRF_D1_B1,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,WRRF_D1_B1,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,WRRF_D1_B1,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,WRRF_D1_B1,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,WRRF_D1_B1,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,WRRF_D1_B1,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,WRRF_D1_B1,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,24,2,WRRF_D1_B1,True,,cmp_dev_005,-22,rbi_mpr_2026_04,,False
unchanged,,2,2,WRRF_D1_B1,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,14,20,WRRF_D1_B1,True,,cmp_dev_007,6,rbi_mpr_2025_10,,False
demoted,,20,7,WRRF_D1_B1,True,,cmp_dev_007,-13,rbi_mpr_2026_04,,False
promoted,,1,11,WRRF_D1_B1,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,WRRF_D1_B1,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,WRRF_D1_B1,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,23,11,WRRF_D1_B1,True,,cmp_dev_011,-12,rbi_mpr_2026_04,,False
demoted,,11,5,WRRF_D1_B1,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,WRRF_D1_B1,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,WRRF_D1_B1,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
demoted,,11,5,WRRF_D1_B1,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,9,WRRF_D1_B1,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,WRRF_D1_B1,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,7,6,WRRF_D1_B1,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,WRRF_D1_B1,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,WRRF_D1_B1,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,WRRF_D1_B1,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,WRRF_D1_B1,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,WRRF_D1_B1,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,WRRF_D1_B1,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
unchanged,,4,4,WRRF_D1_B1.5,True,,oct_dev_002,0,rbi_mpr_2025_10,,False
demoted,,14,11,WRRF_D1_B1.5,True,,oct_dev_003,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,7,12,WRRF_D1_B1.5,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,apr26_dev_001,0,rbi_mpr_2026_04,,False
demoted,,20,6,WRRF_D1_B1.5,True,,apr26_dev_002,-14,rbi_mpr_2026_04,,False
demoted,,12,4,WRRF_D1_B1.5,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,15,WRRF_D1_B1.5,True,,apr26_dev_004,3,rbi_mpr_2026_04,,False
promoted,,11,15,WRRF_D1_B1.5,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,WRRF_D1_B1.5,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,22,WRRF_D1_B1.5,True,,cmp_dev_001,19,rbi_mpr_2025_04,,False
demoted,,4,1,WRRF_D1_B1.5,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,WRRF_D1_B1.5,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,2,25,WRRF_D1_B1.5,True,,cmp_dev_004,23,rbi_mpr_2025_04,,False
promoted,,4,19,WRRF_D1_B1.5,True,,cmp_dev_004,15,rbi_mpr_2025_10,,False
demoted,,3,1,WRRF_D1_B1.5,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,21,2,WRRF_D1_B1.5,True,,cmp_dev_005,-19,rbi_mpr_2026_04,,False
promoted,,2,3,WRRF_D1_B1.5,True,,cmp_dev_006,1,rbi_mpr_2025_10,,False
promoted,,15,18,WRRF_D1_B1.5,True,,cmp_dev_007,3,rbi_mpr_2025_10,,False
demoted,,17,7,WRRF_D1_B1.5,True,,cmp_dev_007,-10,rbi_mpr_2026_04,,False
promoted,,1,5,WRRF_D1_B1.5,True,,cmp_dev_011,4,rbi_mpr_2025_04,,False
demoted,,22,11,WRRF_D1_B1.5,True,,cmp_dev_011,-11,rbi_mpr_2026_04,,False
demoted,,9,6,WRRF_D1_B1.5,True,,cmp_dev_012,-3,rbi_mpr_2025_04,,False
unchanged,,5,5,WRRF_D1_B1.5,True,,trend_dev_002,0,rbi_mpr_2025_10,,False
demoted,,6,5,WRRF_D1_B1.5,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,WRRF_D1_B1.5,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
unchanged,,1,1,WRRF_D1_B1.5,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,3,WRRF_D1_B1.5,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
demoted,,4,1,WRRF_D1_B1.5,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,WRRF_D1_B2,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
demoted,,4,3,WRRF_D1_B2,True,,oct_dev_002,-1,rbi_mpr_2025_10,,False
demoted,,14,10,WRRF_D1_B2,True,,oct_dev_003,-4,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B2,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,7,10,WRRF_D1_B2,True,,oct_dev_005,3,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B2,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B2,True,,apr26_dev_001,0,rbi_mpr_2026_04,,False
demoted,,20,5,WRRF_D1_B2,True,,apr26_dev_002,-15,rbi_mpr_2026_04,,False
demoted,,12,4,WRRF_D1_B2,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,14,WRRF_D1_B2,True,,apr26_dev_004,2,rbi_mpr_2026_04,,False
promoted,,11,15,WRRF_D1_B2,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,WRRF_D1_B2,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,22,WRRF_D1_B2,True,,cmp_dev_001,19,rbi_mpr_2025_04,,False
demoted,,4,1,WRRF_D1_B2,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D1_B2,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,WRRF_D1_B2,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
promoted,,1,2,WRRF_D1_B2,True,,cmp_dev_003,1,rbi_mpr_2025_04,,False
unchanged,,1,1,WRRF_D1_B2,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,2,25,WRRF_D1_B2,True,,cmp_dev_004,23,rbi_mpr_2025_04,,False
promoted,,4,19,WRRF_D1_B2,True,,cmp_dev_004,15,rbi_mpr_2025_10,,False
demoted,,3,1,WRRF_D1_B2,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,21,2,WRRF_D1_B2,True,,cmp_dev_005,-19,rbi_mpr_2026_04,,False
promoted,,2,5,WRRF_D1_B2,True,,cmp_dev_006,3,rbi_mpr_2025_10,,False
promoted,,15,18,WRRF_D1_B2,True,,cmp_dev_007,3,rbi_mpr_2025_10,,False
demoted,,17,7,WRRF_D1_B2,True,,cmp_dev_007,-10,rbi_mpr_2026_04,,False
promoted,,1,6,WRRF_D1_B2,True,,cmp_dev_011,5,rbi_mpr_2025_04,,False
demoted,,22,9,WRRF_D1_B2,True,,cmp_dev_011,-13,rbi_mpr_2026_04,,False
demoted,,9,7,WRRF_D1_B2,True,,cmp_dev_012,-2,rbi_mpr_2025_04,,False
unchanged,,5,5,WRRF_D1_B2,True,,trend_dev_002,0,rbi_mpr_2025_10,,False
demoted,,6,5,WRRF_D1_B2,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,WRRF_D1_B2,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
unchanged,,1,1,WRRF_D1_B2,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,3,WRRF_D1_B2,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
demoted,,4,1,WRRF_D1_B2,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
promoted,,1,2,WRRF_D2_B1,True,,oct_dev_001,1,rbi_mpr_2025_10,,False
promoted,,4,8,WRRF_D2_B1,True,,oct_dev_002,4,rbi_mpr_2025_10,,False
promoted,,3,10,WRRF_D2_B1,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D2_B1,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D2_B1,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,WRRF_D2_B1,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,14,8,WRRF_D2_B1,True,,apr26_dev_002,-6,rbi_mpr_2026_04,,False
demoted,,11,4,WRRF_D2_B1,True,,apr26_dev_003,-7,rbi_mpr_2026_04,,False
promoted,,13,17,WRRF_D2_B1,True,,apr26_dev_004,4,rbi_mpr_2026_04,,False
promoted,,17,19,WRRF_D2_B1,True,,apr26_dev_005,2,rbi_mpr_2026_04,,False
demoted,,3,2,WRRF_D2_B1,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
demoted,,4,1,WRRF_D2_B1,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
demoted,,2,1,WRRF_D2_B1,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,2,1,WRRF_D2_B1,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,WRRF_D2_B1,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,WRRF_D2_B1,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
demoted,,3,1,WRRF_D2_B1,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,24,4,WRRF_D2_B1,True,,cmp_dev_005,-20,rbi_mpr_2026_04,,False
demoted,,2,1,WRRF_D2_B1,True,,cmp_dev_006,-1,rbi_mpr_2025_10,,False
demoted,,22,8,WRRF_D2_B1,True,,cmp_dev_007,-14,rbi_mpr_2026_04,,False
promoted,,1,7,WRRF_D2_B1,True,,cmp_dev_008,6,rbi_mpr_2025_10,,False
promoted,,1,19,WRRF_D2_B1,True,,cmp_dev_008,18,rbi_mpr_2026_04,,False
promoted,,3,21,WRRF_D2_B1,True,,cmp_dev_009,18,rbi_mpr_2026_04,,False
promoted,,23,27,WRRF_D2_B1,True,,cmp_dev_010,4,rbi_mpr_2026_04,,False
promoted,,1,2,WRRF_D2_B1,True,,cmp_dev_011,1,rbi_mpr_2025_04,,False
demoted,,24,9,WRRF_D2_B1,True,,cmp_dev_011,-15,rbi_mpr_2026_04,,False
demoted,,10,2,WRRF_D2_B1,True,,cmp_dev_012,-8,rbi_mpr_2025_04,,False
promoted,,1,7,WRRF_D2_B1,True,,cmp_dev_012,6,rbi_mpr_2026_04,,False
promoted,,8,21,WRRF_D2_B1,True,,trend_dev_001,13,rbi_mpr_2025_10,,False
promoted,,6,12,WRRF_D2_B1,True,,trend_dev_001,6,rbi_mpr_2026_04,,False
demoted,,16,8,WRRF_D2_B1,True,,trend_dev_002,-8,rbi_mpr_2025_10,,False
promoted,,1,7,WRRF_D2_B1,True,,trend_dev_003,6,rbi_mpr_2025_04,,False
promoted,,2,10,WRRF_D2_B1,True,,trend_dev_003,8,rbi_mpr_2025_10,,False
demoted,,6,4,WRRF_D2_B1,True,,trend_dev_003,-2,rbi_mpr_2026_04,,False
demoted,,2,1,WRRF_D2_B1,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,7,WRRF_D2_B1,True,,trend_dev_005,6,rbi_mpr_2025_10,,False
promoted,,2,12,WRRF_D2_B1,True,,trend_dev_005,10,rbi_mpr_2026_04,,False
unchanged,,1,1,WRRF_D2_B1,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,WRRF_D2_B1,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,WRRF_D2_B1,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,repaired_baseline,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,repaired_baseline,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,2,5,repaired_baseline,True,,oct_dev_003,3,rbi_mpr_2025_10,,False
unchanged,,1,1,repaired_baseline,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,4,5,repaired_baseline,True,,oct_dev_005,1,rbi_mpr_2025_10,,False
unchanged,,1,1,repaired_baseline,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,repaired_baseline,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,8,4,repaired_baseline,True,,apr26_dev_003,-4,rbi_mpr_2026_04,,False
promoted,,7,9,repaired_baseline,True,,apr26_dev_005,2,rbi_mpr_2026_04,,False
unchanged,,2,2,repaired_baseline,True,,apr26_dev_006,0,rbi_mpr_2026_04,,False
promoted,,2,13,repaired_baseline,True,,cmp_dev_001,11,rbi_mpr_2025_04,,False
demoted,,3,1,repaired_baseline,True,,cmp_dev_001,-2,rbi_mpr_2025_10,,False
unchanged,,1,1,repaired_baseline,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,repaired_baseline,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,repaired_baseline,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,repaired_baseline,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
demoted,,2,1,repaired_baseline,True,,cmp_dev_005,-1,rbi_mpr_2025_10,,False
unchanged,,2,2,repaired_baseline,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,10,11,repaired_baseline,True,,cmp_dev_007,1,rbi_mpr_2025_10,,False
promoted,,1,2,repaired_baseline,True,,cmp_dev_008,1,rbi_mpr_2025_10,,False
promoted,,1,4,repaired_baseline,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
unchanged,,9,9,repaired_baseline,True,,cmp_dev_012,0,rbi_mpr_2025_04,,False
promoted,,1,4,repaired_baseline,True,,cmp_dev_012,3,rbi_mpr_2026_04,,False
unchanged,,2,2,repaired_baseline,True,,trend_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,2,2,repaired_baseline,True,,trend_dev_003,0,rbi_mpr_2025_10,,False
demoted,,3,1,repaired_baseline,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,6,repaired_baseline,True,,trend_dev_005,5,rbi_mpr_2025_10,,False
promoted,,2,4,repaired_baseline,True,,trend_dev_005,2,rbi_mpr_2026_04,,False
demoted,,2,1,repaired_baseline,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,repaired_baseline,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
demoted,,4,1,repaired_baseline,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,temporal_baseline,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,temporal_baseline,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,2,5,temporal_baseline,True,,oct_dev_003,3,rbi_mpr_2025_10,,False
unchanged,,1,1,temporal_baseline,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,4,5,temporal_baseline,True,,oct_dev_005,1,rbi_mpr_2025_10,,False
unchanged,,1,1,temporal_baseline,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,temporal_baseline,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,8,4,temporal_baseline,True,,apr26_dev_003,-4,rbi_mpr_2026_04,,False
promoted,,7,9,temporal_baseline,True,,apr26_dev_005,2,rbi_mpr_2026_04,,False
unchanged,,2,2,temporal_baseline,True,,apr26_dev_006,0,rbi_mpr_2026_04,,False
promoted,,2,13,temporal_baseline,True,,cmp_dev_001,11,rbi_mpr_2025_04,,False
demoted,,3,1,temporal_baseline,True,,cmp_dev_001,-2,rbi_mpr_2025_10,,False
unchanged,,1,1,temporal_baseline,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,temporal_baseline,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,temporal_baseline,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,temporal_baseline,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
demoted,,2,1,temporal_baseline,True,,cmp_dev_005,-1,rbi_mpr_2025_10,,False
unchanged,,2,2,temporal_baseline,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,10,11,temporal_baseline,True,,cmp_dev_007,1,rbi_mpr_2025_10,,False
promoted,,1,2,temporal_baseline,True,,cmp_dev_008,1,rbi_mpr_2025_10,,False
promoted,,1,4,temporal_baseline,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
unchanged,,9,9,temporal_baseline,True,,cmp_dev_012,0,rbi_mpr_2025_04,,False
promoted,,1,4,temporal_baseline,True,,cmp_dev_012,3,rbi_mpr_2026_04,,False
unchanged,,2,2,temporal_baseline,True,,trend_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,2,2,temporal_baseline,True,,trend_dev_003,0,rbi_mpr_2025_10,,False
demoted,,3,1,temporal_baseline,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,6,temporal_baseline,True,,trend_dev_005,5,rbi_mpr_2025_10,,False
promoted,,2,4,temporal_baseline,True,,trend_dev_005,2,rbi_mpr_2026_04,,False
demoted,,2,1,temporal_baseline,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,temporal_baseline,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
demoted,,4,1,temporal_baseline,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
