all_reports_hit,case_count,category,category_type,complete_evidence_recall,evidence_recall,experiment_id,macro_mrr
0.4,34,single_facet,question_structure,0.36666666666666664,0.5055555555555555,RERANK00,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.25,RERANK00,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.5,0.75,RERANK00,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.3333333333333333,0.3333333333333333,RERANK00,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.8333333333333334,0.8333333333333334,RERANK00,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.25,0.375,RERANK00,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.16666666666666666,0.4444444444444444,RERANK00,0.26851851851851855
,4,unsupported,report_pair,,,RERANK00,0.0
0.5,2,chart_or_figure,source_structure,0.5,0.5,RERANK00,0.5
0.0,2,mixed,source_structure,0.0,0.0,RERANK00,0.0
0.4074074074074074,30,narrative,source_structure,0.37037037037037035,0.5246913580246914,RERANK00,0.32037037037037036
0.5,2,core_inflation,topic,0.5,0.5,RERANK00,0.16666666666666666
0.6,5,food_inflation,topic,0.6,0.7666666666666667,RERANK00,0.4083333333333333
0.0,6,growth,topic,0.0,0.08333333333333333,RERANK00,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,RERANK00,0.0
0.5454545454545454,14,other,topic,0.45454545454545453,0.6515151515151515,RERANK00,0.4880952380952381
0.4,6,policy_rate,topic,0.4,0.5333333333333333,RERANK00,0.21296296296296294
0.3333333333333333,12,pairwise_comparison,query_type,0.25,0.4583333333333333,SEM00,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.5833333333333334,0.5833333333333334,SEM00,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.16666666666666666,0.4444444444444444,SEM00,0.26851851851851855
,4,unsupported_period,query_type,,,SEM00,0.0
0.4,34,single_facet,question_structure,0.36666666666666664,0.5055555555555555,SEM00,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.25,SEM00,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.5,0.75,SEM00,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.3333333333333333,0.3333333333333333,SEM00,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.8333333333333334,0.8333333333333334,SEM00,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.25,0.375,SEM00,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.16666666666666666,0.4444444444444444,SEM00,0.26851851851851855
,4,unsupported,report_pair,,,SEM00,0.0
0.5,2,chart_or_figure,source_structure,0.5,0.5,SEM00,0.5
0.0,2,mixed,source_structure,0.0,0.0,SEM00,0.0
0.4074074074074074,30,narrative,source_structure,0.37037037037037035,0.5246913580246914,SEM00,0.32037037037037036
0.5,2,core_inflation,topic,0.5,0.5,SEM00,0.16666666666666666
0.6,5,food_inflation,topic,0.6,0.7666666666666667,SEM00,0.4083333333333333
0.0,6,growth,topic,0.0,0.08333333333333333,SEM00,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,SEM00,0.0
0.5454545454545454,14,other,topic,0.45454545454545453,0.6515151515151515,SEM00,0.4880952380952381
0.4,6,policy_rate,topic,0.4,0.5333333333333333,SEM00,0.21296296296296294
0.16666666666666666,12,pairwise_comparison,query_type,0.16666666666666666,0.4166666666666667,STRUCT_CANDIDATE_1,0.32222222222222224
0.5833333333333334,12,single_report,query_type,0.5833333333333334,0.5833333333333334,STRUCT_CANDIDATE_1,0.3361111111111111
0.0,6,trend_all_reports,query_type,0.0,0.27777777777777773,STRUCT_CANDIDATE_1,0.19629629629629627
,4,unsupported_period,query_type,,,STRUCT_CANDIDATE_1,0.0
0.3,34,single_facet,question_structure,0.3,0.45555555555555555,STRUCT_CANDIDATE_1,0.2669934640522876
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.25,STRUCT_CANDIDATE_1,0.25
0.25,4,April 2025 vs October 2025,report_pair,0.25,0.5,STRUCT_CANDIDATE_1,0.4
0.3333333333333333,6,April 2026,report_pair,0.3333333333333333,0.3333333333333333,STRUCT_CANDIDATE_1,0.1111111111111111
0.8333333333333334,6,October 2025,report_pair,0.8333333333333334,0.8333333333333334,STRUCT_CANDIDATE_1,0.5611111111111111
0.25,4,October 2025 vs April 2026,report_pair,0.25,0.5,STRUCT_CANDIDATE_1,0.31666666666666665
0.0,6,all three reports,report_pair,0.0,0.27777777777777773,STRUCT_CANDIDATE_1,0.19629629629629627
,4,unsupported,report_pair,,,STRUCT_CANDIDATE_1,0.0
0.5,2,chart_or_figure,source_structure,0.5,0.5,STRUCT_CANDIDATE_1,0.5
0.0,2,mixed,source_structure,0.0,0.0,STRUCT_CANDIDATE_1,0.0
0.2962962962962963,30,narrative,source_structure,0.2962962962962963,0.4691358024691358,STRUCT_CANDIDATE_1,0.26925925925925925
0.5,2,core_inflation,topic,0.5,0.5,STRUCT_CANDIDATE_1,0.1
0.4,5,food_inflation,topic,0.4,0.6,STRUCT_CANDIDATE_1,0.33999999999999997
0.0,6,growth,topic,0.0,0.0,STRUCT_CANDIDATE_1,0.0
0.0,1,inflation,topic,0.0,0.0,STRUCT_CANDIDATE_1,0.0
0.45454545454545453,14,other,topic,0.45454545454545453,0.696969696969697,STRUCT_CANDIDATE_1,0.44841269841269843
0.2,6,policy_rate,topic,0.2,0.4,STRUCT_CANDIDATE_1,0.15
0.3333333333333333,12,pairwise_comparison,query_type,0.0,0.20833333333333334,STRUCT_CANDIDATE_2,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.16666666666666666,0.16666666666666666,STRUCT_CANDIDATE_2,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.0,0.2222222222222222,STRUCT_CANDIDATE_2,0.26851851851851855
,4,unsupported_period,query_type,,,STRUCT_CANDIDATE_2,0.0
0.4,34,single_facet,question_structure,0.06666666666666667,0.19444444444444445,STRUCT_CANDIDATE_2,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.125,STRUCT_CANDIDATE_2,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.0,0.375,STRUCT_CANDIDATE_2,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.0,0.0,STRUCT_CANDIDATE_2,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.3333333333333333,0.3333333333333333,STRUCT_CANDIDATE_2,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.0,0.125,STRUCT_CANDIDATE_2,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.0,0.2222222222222222,STRUCT_CANDIDATE_2,0.26851851851851855
,4,unsupported,report_pair,,,STRUCT_CANDIDATE_2,0.0
0.5,2,chart_or_figure,source_structure,0.0,0.25,STRUCT_CANDIDATE_2,0.5
0.0,2,mixed,source_structure,0.0,0.0,STRUCT_CANDIDATE_2,0.0
0.4074074074074074,30,narrative,source_structure,0.07407407407407407,0.19753086419753085,STRUCT_CANDIDATE_2,0.32037037037037036
0.5,2,core_inflation,topic,0.0,0.0,STRUCT_CANDIDATE_2,0.16666666666666666
0.6,5,food_inflation,topic,0.0,0.1,STRUCT_CANDIDATE_2,0.4083333333333333
0.0,6,growth,topic,0.0,0.0,STRUCT_CANDIDATE_2,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,STRUCT_CANDIDATE_2,0.0
0.5454545454545454,14,other,topic,0.18181818181818182,0.3939393939393939,STRUCT_CANDIDATE_2,0.4880952380952381
0.4,6,policy_rate,topic,0.0,0.2,STRUCT_CANDIDATE_2,0.21296296296296294
0.3333333333333333,12,pairwise_comparison,query_type,0.0,0.125,STRUCT_CANDIDATE_3,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.25,0.25,STRUCT_CANDIDATE_3,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.0,0.16666666666666666,STRUCT_CANDIDATE_3,0.26851851851851855
,4,unsupported_period,query_type,,,STRUCT_CANDIDATE_3,0.0
0.4,34,single_facet,question_structure,0.1,0.18333333333333332,STRUCT_CANDIDATE_3,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.0,STRUCT_CANDIDATE_3,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.0,0.125,STRUCT_CANDIDATE_3,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.16666666666666666,0.16666666666666666,STRUCT_CANDIDATE_3,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.3333333333333333,0.3333333333333333,STRUCT_CANDIDATE_3,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.0,0.25,STRUCT_CANDIDATE_3,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.0,0.16666666666666666,STRUCT_CANDIDATE_3,0.26851851851851855
,4,unsupported,report_pair,,,STRUCT_CANDIDATE_3,0.0
0.5,2,chart_or_figure,source_structure,0.0,0.25,STRUCT_CANDIDATE_3,0.5
0.0,2,mixed,source_structure,0.0,0.0,STRUCT_CANDIDATE_3,0.0
0.4074074074074074,30,narrative,source_structure,0.1111111111111111,0.18518518518518517,STRUCT_CANDIDATE_3,0.32037037037037036
0.5,2,core_inflation,topic,0.0,0.0,STRUCT_CANDIDATE_3,0.16666666666666666
0.6,5,food_inflation,topic,0.4,0.6666666666666667,STRUCT_CANDIDATE_3,0.4083333333333333
0.0,6,growth,topic,0.0,0.0,STRUCT_CANDIDATE_3,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,STRUCT_CANDIDATE_3,0.0
0.5454545454545454,14,other,topic,0.09090909090909091,0.13636363636363635,STRUCT_CANDIDATE_3,0.4880952380952381
0.4,6,policy_rate,topic,0.0,0.13333333333333333,STRUCT_CANDIDATE_3,0.21296296296296294
0.3333333333333333,12,pairwise_comparison,query_type,0.0,0.041666666666666664,SW01,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.16666666666666666,0.16666666666666666,SW01,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.0,0.1111111111111111,SW01,0.26851851851851855
,4,unsupported_period,query_type,,,SW01,0.0
0.4,34,single_facet,question_structure,0.06666666666666667,0.10555555555555556,SW01,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.0,SW01,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.0,0.0,SW01,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.16666666666666666,0.16666666666666666,SW01,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.16666666666666666,0.16666666666666666,SW01,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.0,0.125,SW01,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.0,0.1111111111111111,SW01,0.26851851851851855
,4,unsupported,report_pair,,,SW01,0.0
0.5,2,chart_or_figure,source_structure,0.0,0.25,SW01,0.5
0.0,2,mixed,source_structure,0.0,0.0,SW01,0.0
0.4074074074074074,30,narrative,source_structure,0.07407407407407407,0.09876543209876543,SW01,0.32037037037037036
0.5,2,core_inflation,topic,0.0,0.0,SW01,0.16666666666666666
0.6,5,food_inflation,topic,0.2,0.26666666666666666,SW01,0.4083333333333333
0.0,6,growth,topic,0.0,0.0,SW01,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,SW01,0.0
0.5454545454545454,14,other,topic,0.09090909090909091,0.13636363636363635,SW01,0.4880952380952381
0.4,6,policy_rate,topic,0.0,0.06666666666666667,SW01,0.21296296296296294
0.3333333333333333,12,pairwise_comparison,query_type,0.0,0.125,SW02,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.25,0.25,SW02,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.0,0.16666666666666666,SW02,0.26851851851851855
,4,unsupported_period,query_type,,,SW02,0.0
0.4,34,single_facet,question_structure,0.1,0.18333333333333332,SW02,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.0,SW02,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.0,0.125,SW02,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.16666666666666666,0.16666666666666666,SW02,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.3333333333333333,0.3333333333333333,SW02,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.0,0.25,SW02,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.0,0.16666666666666666,SW02,0.26851851851851855
,4,unsupported,report_pair,,,SW02,0.0
0.5,2,chart_or_figure,source_structure,0.0,0.25,SW02,0.5
0.0,2,mixed,source_structure,0.0,0.0,SW02,0.0
0.4074074074074074,30,narrative,source_structure,0.1111111111111111,0.18518518518518517,SW02,0.32037037037037036
0.5,2,core_inflation,topic,0.0,0.0,SW02,0.16666666666666666
0.6,5,food_inflation,topic,0.4,0.6666666666666667,SW02,0.4083333333333333
0.0,6,growth,topic,0.0,0.0,SW02,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,SW02,0.0
0.5454545454545454,14,other,topic,0.09090909090909091,0.13636363636363635,SW02,0.4880952380952381
0.4,6,policy_rate,topic,0.0,0.13333333333333333,SW02,0.21296296296296294
0.3333333333333333,12,pairwise_comparison,query_type,0.08333333333333333,0.2916666666666667,SW03,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.3333333333333333,0.3333333333333333,SW03,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.16666666666666666,0.27777777777777773,SW03,0.26851851851851855
,4,unsupported_period,query_type,,,SW03,0.0
0.4,34,single_facet,question_structure,0.2,0.3055555555555555,SW03,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.125,SW03,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.25,0.5,SW03,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.0,0.0,SW03,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.6666666666666666,0.6666666666666666,SW03,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.0,0.25,SW03,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.16666666666666666,0.27777777777777773,SW03,0.26851851851851855
,4,unsupported,report_pair,,,SW03,0.0
0.5,2,chart_or_figure,source_structure,0.0,0.25,SW03,0.5
0.0,2,mixed,source_structure,0.0,0.0,SW03,0.0
0.4074074074074074,30,narrative,source_structure,0.2222222222222222,0.32098765432098764,SW03,0.32037037037037036
0.5,2,core_inflation,topic,0.5,0.5,SW03,0.16666666666666666
0.6,5,food_inflation,topic,0.4,0.5,SW03,0.4083333333333333
0.0,6,growth,topic,0.0,0.0,SW03,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,SW03,0.0
0.5454545454545454,14,other,topic,0.18181818181818182,0.3939393939393939,SW03,0.4880952380952381
0.4,6,policy_rate,topic,0.2,0.26666666666666666,SW03,0.21296296296296294
0.3333333333333333,12,pairwise_comparison,query_type,0.25,0.4583333333333333,stage_a_selected_reference,0.3819444444444444
0.5833333333333334,12,single_report,query_type,0.5833333333333334,0.5833333333333334,stage_a_selected_reference,0.3680555555555556
0.16666666666666666,6,trend_all_reports,query_type,0.16666666666666666,0.4444444444444444,stage_a_selected_reference,0.26851851851851855
,4,unsupported_period,query_type,,,stage_a_selected_reference,0.0
0.4,34,single_facet,question_structure,0.36666666666666664,0.5055555555555555,stage_a_selected_reference,0.31209150326797386
0.0,4,April 2025 vs April 2026,report_pair,0.0,0.25,stage_a_selected_reference,0.25
0.75,4,April 2025 vs October 2025,report_pair,0.5,0.75,stage_a_selected_reference,0.5416666666666666
0.3333333333333333,6,April 2026,report_pair,0.3333333333333333,0.3333333333333333,stage_a_selected_reference,0.13888888888888887
0.8333333333333334,6,October 2025,report_pair,0.8333333333333334,0.8333333333333334,stage_a_selected_reference,0.5972222222222222
0.25,4,October 2025 vs April 2026,report_pair,0.25,0.375,stage_a_selected_reference,0.3541666666666667
0.16666666666666666,6,all three reports,report_pair,0.16666666666666666,0.4444444444444444,stage_a_selected_reference,0.26851851851851855
,4,unsupported,report_pair,,,stage_a_selected_reference,0.0
0.5,2,chart_or_figure,source_structure,0.5,0.5,stage_a_selected_reference,0.5
0.0,2,mixed,source_structure,0.0,0.0,stage_a_selected_reference,0.0
0.4074074074074074,30,narrative,source_structure,0.37037037037037035,0.5246913580246914,stage_a_selected_reference,0.32037037037037036
0.5,2,core_inflation,topic,0.5,0.5,stage_a_selected_reference,0.16666666666666666
0.6,5,food_inflation,topic,0.6,0.7666666666666667,stage_a_selected_reference,0.4083333333333333
0.0,6,growth,topic,0.0,0.08333333333333333,stage_a_selected_reference,0.020833333333333332
0.0,1,inflation,topic,0.0,0.0,stage_a_selected_reference,0.0
0.5454545454545454,14,other,topic,0.45454545454545453,0.6515151515151515,stage_a_selected_reference,0.4880952380952381
0.4,6,policy_rate,topic,0.4,0.5333333333333333,stage_a_selected_reference,0.21296296296296294
